j	A	B	C	product
4606	5217	5055.5057926307518	10079.790904551232	265850188295.8306
4607	-853	-1026.4356827067222	-3424.3936738968077	-2998226639.3199916
4608	17	-1024.905702982664	1641.0759476103278	-28593117.661469579
4609	-7	-680.2987417128677	6055.296019267601	28835871.838246796
4610	-5585	2996.2485372073706	4316.6895459033612	-72235690408.888885
4611	-4461	1237.5001288498736	3178.0492124169778	-17544382778.27319
4612	-7553	-11678.286362882858	-3519.2666211888027	-310420772601.48285
4613	7627	4169.1273067556749	-3439.1405635440706	-109357564548.39597
4614	2215	-1894.2565154389811	1275.207130490561	-5350486255.2571726
4615	-5301	-4074.316608431157	-7576.7547108656499	-163642387146.94778
4616	-6513	-5284.3004955497827	8548.8089150464093	294221356887.33075
4617	-2263	3139.8249311771906	-2725.3564755503239	19364812817.333355
4618	5435	-1996.761254769418	7684.3298118099292	-83393401021.593063
4619	7103	957.17843611778721	8704.5153938956046	59180593789.730293
4620	5897	9411.9384577518013	1192.7231800204097	66198761776.665649
4621	277	-6481.3660162497408	9792.8031441093899	-17581395396.069016
4622	6899	2553.0844835395601	-4424.8386387705787	-77937912421.728348
4623	10191	489.76294729018679	3808.4388727667474	19008581828.165634
4624	-4213	-5697.3796958857047	-2491.075066078457	-59793425916.62191
4625	2777	5212.792832751983	1868.9729968478384	27055114231.231903
4626	3933	-1054.0956435907747	-1968.6686765389334	8161624242.3871307
4627	1277	619.84030999069523	-2644.8601913254597	-2093502257.035105
4628	-7175	-1182.450171091429	4319.0620797600905	36643268112.821953
4629	4705	-11116.684215816784	2597.5699930563342	-135863298930.76317
4630	-9629	-1204.5479311622723	10420.662169825266	120865009181.52032
4631	-1671	-709.49950257777891	-7228.3272383373414	-8569714443.2965593
4632	4027	11401.74657638727	-4528.3517240147821	-207918515270.53271
4633	-703	-169.48370172562011	236.84878126990472	28219831.763774097
4634	-1371	-1457.5680282974824	2171.0595335618655	4338484207.1644516
4635	-1963	-4723.6617970780089	471.02328471564692	4367586067.3558149
4636	4063	-8829.8898714556726	8001.7706532103139	-287070264057.57501
4637	-1585	3761.2014965016806	1402.1159108134004	-8358720132.3019829
4638	-5149	-1019.40752098826	10.721361590531739	56275669.262566321
4639	2715	-1180.2436301914252	-1865.384937972671	5977367595.7860928
4640	-1591	-211.58253881278574	1413.9560789860241	475976951.38596088
4641	3841	448.02386961699466	8730.0555292136487	15023200592.311199
4642	8603	7247.7832074408352	1301.6159832112646	81159243496.031647
4643	-1483	8121.4976686202508	-1958.2421182122155	23585422596.921608
4644	5893	4480.1686543351088	3992.3795258571608	105405342551.67596
4645	2397	744.37506640425113	-2516.9603747260899	-4490929422.9384241
4646	-755	9583.2335302631018	-10044.168611022347	72672988129.657974
4647	-3089	315.10948252727655	6188.60133165352	-6023818629.278327
4648	-255	6556.986681709076	8173.9824567871783	-13667156996.947676
4649	3203	4711.2710166208753	13770.973025026209	207806751825.36682
4650	5051	4322.5948179270736	734.17385240530848	16029530789.906815
4651	3335	2376.8489513021013	-4682.0669679993234	-37113767485.989365
4652	-9351	-4814.3869484897687	-2475.5492962674407	-111447576530.66183
4653	-9431	-1778.2386945105347	-10682.926010313842	-179158749144.51749
4654	4007	9536.8866426692275	-8208.1112175883918	-313667263713.87671
4655	10887	11695.318649583796	11919.505540992681	1517674096975.7251
4656	11167	4968.2580693453247	3235.551386665692	179510131207.10849
4657	9645	-6529.1717259401657	6755.1857048288921	-425400127609.2973
4658	-2505	-2248.4343577895979	-7974.5639351425443	-44915360268.11161
4659	4379	-1773.7147609487708	6580.6384725793478	-51112456931.737091
4660	-3211	8219.0864999340538	6831.6019961019147	-180296133570.19803
4661	5089	-7254.2483121496871	5925.1532786859216	-218738111307.90869
4662	1481	10328.92001034016	1528.4461290572906	23380839952.384422
4663	2619	-3104.9713509195699	14282.557380962486	-116144613561.18805
4664	1453	7701.9358159440826	-2333.0446694247885	-26108899315.377213
4665	1023	4884.2131621239596	-5216.6386247224063	-26065196058.670414
4666	-2533	-4118.9257075794012	13298.259497935467	138743917196.37042
4667	-1643	-4992.6851509659673	5666.1889565672218	46479644336.671707
4668	-5243	-8550.7858936016437	4246.2324802266112	190366119789.04272
4669	-4989	-6400.0998835893561	973.45496750269444	31082512821.701248
4670	-1895	3434.7995830364325	-9431.5464736103258	61389419240.921684
4671	-1537	8570.5743147392659	1064.8809353339177	-14027647513.069851
4672	-5639	8355.8542469681779	639.0472384107411	-30111050891.75341
4673	1857	-3594.5985161247481	4367.6895821085263	-29155068041.305721
4674	-1601	3360.1000782909341	849.4396302537973	-4569577671.1588497
4675	8075	-7289.4218651170004	3147.0587379221597	-185242428108.26471
4676	2465	1987.4184288617855	-9505.7074039626277	-46568331552.418007
4677	3637	-9768.1259366629401	-1003.0811512476952	35636137087.66217
4678	373	-7700.2002938686501	3576.2892651904749	-10271727581.740564
4679	4893	-5352.7461681441937	-45.518726326929645	1192180369.5183797
4680	-2671	5280.9356072496057	-12797.508081721802	180513701837.36694
4681	-6979	-5787.5017648609346	5294.5796112427079	213853231744.11771
4682	3669	-3299.5796721435818	1459.1902845731645	-17665187870.214203
4683	1229	1469.8034315807347	-8372.9531961589091	-15124805673.080292
4684	9863	3585.2634063285668	5128.0415019950151	181334998434.94562
4685	-1165	11417.598172335527	4469.159688420038	-59446535956.292976
4686	1173	2979.8201694300142	-4540.1603484943435	-15869354397.43779
4687	-883	1517.8610363682922	2981.9860863069889	-3996670353.9042163
4688	-6635	-4691.2824087788076	5243.9607989490733	163226978456.3692
4689	3185	2359.0843474214635	11994.651552500591	90124017215.937653
4690	1343	1800.4076557850083	4027.3562389872186	9737935876.0455208
4691	3433	405.04305891876589	6456.9146950473287	8978422669.2978649
4692	9921	-1121.3895535657391	3062.5163512953986	-34071430805.995846
4693	-6987	-5593.4894402560158	-3113.9570070709751	-121698766941.96507
4694	2913	-1371.5774051529572	-339.17535764208003	1355142913.4270413
4695	391	-8162.207316466448	7651.1697685127465	-24418119640.855919
4696	7359	-5084.8846798803288	-371.27603271935044	13893025271.540123
4697	2751	3496.6745877135709	2601.7521600886621	25027169300.366726
4698	4519	-2546.8270304840471	-6686.1751839376911	76951934702.609787
4699	4941	-1808.5505909631795	-8028.5732010054116	71743719268.718521
4700	-975	-5352.7703881210082	-8118.1588242772223	-42368274156.638016
4701	2687	5881.2504432092583	4924.474143377508	77821070638.843002
4702	2433	-4143.9062999342741	555.01447351422382	-5595724759.1612711
4703	7621	80.302273984206735	-1831.2383009941711	-1120687862.8990474
4704	-5917	-798.46846024238266	-3022.8264099532444	-14281457876.234022
4705	-6397	-607.36560723406751	4674.4342136103924	18161662405.877254
4706	637	4705.951312363929	-6766.1677766213752	-20282880153.577972
4707	1643	192.89902358678609	4076.5229885555523	1291985050.6715474
4708	10623	352.94759312537332	5701.762361489541	21377972737.789524
4709	-3621	2461.8009761666326	-4208.1329158014114	37512059891.971008
4710	7161	-10155.508820564301	2687.56509739992	-195449405526.84967
4711	2979	-5733.4890944675108	-14540.245452657289	248348323087.66663
4712	-6825	-985.0472469473716	3783.109984511716	25433649662.846741
4713	3081	991.07580098390679	8939.1819273288656	27295832624.295189
4714	1033	207.74137791543225	3942.4722576356262	846042101.62801158
4715	6245	-6542.2135673905495	2446.7883721165981	-99966288468.293564
4716	2187	3575.5295097559265	777.94507831952683	6083283933.3033667
4717	-1933	8005.0096502262086	1398.4256881943991	-21638796712.589718
4718	-4405	4022.2500365082178	961.99325475246201	-17044607464.834742
4719	2811	1367.7198212546662	-5086.0219550694901	-19554027293.429996
4720	-8975	-733.84708083598071	1400.9328148875404	9226932348.4566803
4721	-3863	2951.6987615887519	-5365.1335277924109	61175464614.377792
4722	513	-3678.9575019933318	-10110.815736788411	19082195101.344669
4723	693	-439.17277767925913	1501.0167245822238	-456829539.2045145
4724	-7483	-6349.9729266551885	6443.0483525135232	306153345422.67285
4725	7833	11062.947693626489	1702.88527293836	147565344194.74997
4726	-1087	-4260.8357032275026	2073.5920839792798	9603900646.4741859
4727	-13193	-9153.7740629508353	-2542.3373711982385	-307027257045.02039
4728	-4587	-7333.7867081259565	-4687.9195578673744	-157701987226.50748
4729	-13573	-443.78565398474302	-8643.5962408849973	-52064725135.075912
4730	1789	-8711.9414158116342	1015.4566783677042	-15826565776.006834
4731	-11747	-5331.7592866816894	1946.2924636962555	121900532796.70163
4732	5	3766.6905959426304	-7277.2013933799344	-137054830.26612401
4733	-2413	2989.9293729553456	-1421.6464323604735	10256751914.111143
4734	5203	-2376.6056936928544	-33.131703561529996	409689398.68157351
4735	-8397	1620.652530745693	9174.0840460857635	-124846617215.54597
4736	-7063	-2312.5835055813013	5348.0662998278995	87354123926.600006
4737	-1333	2050.1096822061854	-5593.2111353512892	15285106172.175102
4738	1805	-1233.2694784816433	-12703.385187588405	28278388491.573692
4739	-3911	-6417.911790132267	1140.8494608913904	28635838285.965523
4740	7487	365.43636627505276	3363.7789765981524	9203373533.0432491
4741	-5703	6750.5588564400668	236.86661318053785	-9118994422.4250088
4742	-2089	2320.671530444054	1617.9251869103198	-7843511729.1512613
4743	-4147	6244.8170607843213	-1924.5563309090392	49840728663.631058
4744	5489	5869.1268913018548	2706.8215510470764	87201981882.924591
4745	-4105	-604.73542674651412	6351.0302868527297	15766044809.333677
4746	9409	-2826.2276107512444	-1109.2462361581577	29497048834.727329
4747	-8831	5002.8590945493497	-2930.9840052498093	129491602182.04158
4748	651	-5697.9343734461609	538.04549555561516	-1995801898.2663429
4749	8923	-11582.37779041258	2539.0985817030096	-262414713658.89554
4750	701	-3372.5141966862102	4598.2009563334241	-10870756101.119858
4751	421	5618.0073923685986	-4832.2526538357988	-11429152706.168808
4752	-1361	8275.6571834292936	2285.8902026318747	-25746368642.95586
4753	-6951	-48.393606099505284	-992.77395894036931	-333953231.7198211
4754	4329	-1941.3658382369993	-4726.9871233022159	39726416199.79995
4755	5479	-1446.0004428435834	-1144.2931893548887	9065818904.3958092
4756	-2149	-3981.6017433485977	-4004.92077958756	-34267953050.096561
4757	-6583	-1578.1877785194094	2209.5343368318972	22955316550.13446
4758	-4737	-2551.8095527035375	8858.1004935059646	107076026515.19232
4759	2623	-6216.6268207490912	2776.830112251957	-45279580917.179237
4760	-647	1467.5542082453183	-14917.991736908551	14164746124.188662
4761	7055	-2464.1903264220773	-9188.5651646373608	159741944283.36978
4762	2049	2641.094934784197	5503.0928364124366	29780556571.971077
4763	-10697	-2084.1633429868916	-2047.7506620757865	-45653157919.991333
4764	-2851	-524.86869412576937	1279.3207936588317	1914376463.2909491
4765	4495	-2630.9498574450263	-5052.3328654747484	59749492772.674324
4766	-9497	-7469.0696499976739	-5396.6785145615913	-382806668684.00018
4767	10743	1999.3307426389454	-8438.2126513453404	-181242767696.89865
4768	4829	7634.8590312576862	7847.1038203162125	289312785477.11908
4769	-4091	-3828.484923141632	-288.20213431177018	-4513917458.9881239
4770	7957	-4070.7473280254044	4977.5551094763241	-161227671422.03357
4771	-4941	5937.6436662993683	6970.3768582129787	-204496200793.21051
4772	-359	-68.04411936345592	-9342.1662501365008	-228208931.68207595
4773	-7221	-7797.2183295131663	-6336.1030038309664	-356746128597.97278
4774	-3273	14260.874164482337	-2413.0098128310683	112629262693.81029
4775	-297	1537.09905666593	1647.0761182075437	-751920586.82347775
4776	-2911	-10703.833627342194	-3147.7864627703111	-98081436725.001663
4777	-5869	-1408.6756116845106	-1319.3501616274236	-10907750107.869102
4778	-2859	5504.3478912503442	-5803.0741852808069	91322575842.771881
4779	4891	6438.9833862591595	-6988.3243537533754	-220083772277.17603
4780	-173	-393.47843068993387	-7796.5165915665175	-530722672.6004892
4781	-8837	2368.6024685912143	9454.5754666297162	-197896933788.94189
4782	-6517	-1628.8486443580894	1058.197900285008	11232989351.382587
4783	553	-9685.5384415806348	1771.3731846302128	-9487656799.9889336
4784	3503	11722.730462014812	2399.2531950705888	98524672201.339066
4785	-371	7444.6081147202303	-1528.0358268274938	4220357956.8297663
4786	8419	114.69618636944473	3489.9553395432795	3369995778.3733363
4787	-155	5051.0933416912567	-875.09057587359371	685125448.08164084
4788	-7639	-67.047553807124615	-1291.715121209905	-661585824.32988083
4789	5637	3661.0378737306191	-155.54556383974736	-3210035875.136754
4790	-5243	6407.5776242444872	1866.4628010030126	-62703686184.044533
4791	-2999	92.628586905842226	-9820.4197079532678	2728045149.5096149
4792	-7329	-14131.018604159317	8792.0899351597254	910563655442.09521
4793	5599	3948.654865624645	-8184.853197117739	-180954979086.44415
4794	6383	1435.3250355004463	-8521.6131268734007	-78072290009.358582
4795	-7879	2412.6710525213875	289.18187879821375	-5497184192.6268759
4796	9269	-7715.4467447047346	1279.6092032131949	-91510581494.752625
4797	-5151	4664.1344871925367	4812.6155789908689	-115622881108.48824
4798	461	-413.10079738241922	-852.20709902233625	162293866.21704039
4799	515	-7943.6867331713847	4510.7501468030177	-18453472840.372154
4800	4095	1586.7472382667872	-10378.99466391605	-67439904382.118729
4801	-8649	-3532.8625081488199	-1481.077832966256	-45255411163.575462
4802	-1349	-7335.0798852811176	-6037.4071847982477	-59740281536.627724
4803	4757	-4372.7289688664632	6234.8912401463576	-129692419758.52333
4804	3811	1304.1304842209595	76.601503453982147	380712633.92138833
4805	-5767	5949.0233069832402	-9105.5835149482446	312394517771.54938
4806	233	961.14866576604436	-4272.1158214946909	-956730252.28583789
4807	2779	631.47281427422581	-6552.9343927393029	-11499501785.28738
4808	5377	-6366.9084207342539	5042.8560512433387	-172641504087.8284
4809	569	2189.2913321867445	-2254.7733102445036	-2808786372.9094892
4810	291	1054.3051614977301	2993.9657779849776	918557089.76544452
4811	8069	-8957.6167864014842	-6062.0964410344413	438162328369.98712
4812	-2127	-5399.108302128695	1968.303583807711	22603808136.888378
4813	-2761	-4937.5695635864859	-4038.0314395354339	-55048986787.261787
4814	-11449	29.650181435642445	-8293.7540837090291	2815438626.7109985
4815	-7697	-5966.2125656751805	6988.5687625671299	320928622248.00861
4816	2953	8045.8967580728231	925.37977239820134	21986591356.970497
4817	1555	-1506.6674868915259	6426.9155161854278	-15057414329.560818
4818	-3587	2072.691072291685	525.03267526750665	-3903482942.2752204
4819	2709	-2419.5966891462222	-2256.468440363119	14790445324.264154
4820	-6231	-4114.0132226323412	-10594.509570251363	-271584069774.0166
4821	957	-10381.964827973528	1464.7827147096748	-14553407751.875631
4822	-2761	3227.9621149915101	152.30415643148928	-1357396081.5366993
4823	1323	2417.6161368907442	612.06614559461991	1957697330.3442783
4824	-1223	-1514.3898240213746	-1118.293188670478	-2071189422.2134693
4825	5291	-2695.100063304064	-2360.9955378775694	33667263812.038235
4826	3561	11751.978907704595	-1522.800311535588	-63727360941.993309
4827	1321	-7207.0380666054652	-4599.4416659602002	43788971897.824188
4828	3285	7364.8007900328512	-3660.5149678938651	-88560195187.744904
4829	-8805	-1583.8315178131877	-6710.3158422001916	-93579625631.775497
4830	-2039	-546.40323149032804	38.410062544281409	42793272.501423642
4831	-4053	-1345.0338930091214	2332.6888222503167	12716472024.052643
4832	2517	-1144.4393745954237	-12350.660877419692	35576744430.362602
4833	-3473	-2003.0918230384937	-5429.604669594476	-37772336594.655205
4834	4623	-8952.7672163052812	6039.8100308579351	-249979540194.54333
4835	463	-2651.4496400934468	-1913.9423803800776	2349596209.8912969
4836	-2361	1594.3126797197917	-6812.7994069759525	25644550382.75193
4837	2953	-343.65521566217961	-1534.8544622414963	1557591568.8570924
4838	-10383	-4467.0558663743677	-8154.9091234339621	-378236436862.81659
4839	-16241	1935.1812421063362	-5813.8398701567958	182724792741.98019
4840	8393	604.41848475054576	-2767.3428304785302	-14038410115.095524
4841	2995	6325.5937172195636	8908.0577945693713	168764519481.78055
4842	1743	6064.698814545337	574.5235919785822	6073156769.7710571
4843	1125	3029.5165991382837	-7542.2069299700879	-25705396224.540199
4844	1603	-9279.6671812347868	-2660.0354774039479	39568843004.698753
4845	-1259	8321.7605989359236	-5874.4398402985234	61547073642.803955
4846	6799	-8826.7143766647077	6488.6917028627022	-389404758879.60248
4847	3	-2621.3449667665054	-1062.8940342334058	8358635.7805316523
4848	3823	8303.8152508451549	3316.3198691707094	105278184996.58699
4849	2405	3616.9081830398745	-7897.3349126175317	-68696264323.515083
4850	-3441	2259.7201774700125	917.86082301359954	-7137007767.8652096
4851	-4749	-5605.6964185776478	8286.5159221037939	220599088285.73648
4852	3995	3157.5790234649421	-12111.299271254355	-152778326180.64685
4853	-1781	-3510.7512356945645	10518.550397517318	65768792588.12886
4854	-2211	5071.4639017421805	9926.0958214205239	-111301378818.92905
4855	-14857	-745.46571557380457	4254.9990840188175	47125749355.028008
4856	2979	-5910.7437945665761	8886.5937058340041	-156476081854.14474
4857	417	4269.5774215463452	3171.6318186347298	5646817010.15944
4858	8675	274.36733904317799	185.23150930197679	440876307.02512151
4859	-1159	-597.70708937727704	3705.6086854071737	2567032686.2202945
4860	-7551	5445.9744472413158	2191.8858113490733	-90135940559.197662
4861	-7705	-6543.6044759516144	2999.29437817706	151219841087.1553
4862	-9275	-4210.2407639127132	-2649.6359215660059	-103468237919.33041
4863	-2859	-6859.6988849425625	-14527.632087260727	-284914164279.7074
4864	5721	2435.544566961592	-3653.2529255851705	-50903514660.086922
4865	8767	4572.4576072565824	6992.2003747541012	280294489382.82391
4866	3973	5984.9780683047784	3707.5066701801861	88158272091.542068
4867	5071	4331.3620848680757	-5681.5930283500575	-124792424723.58102
4868	-5029	8472.5697601649426	-4447.6322416220655	189507175532.11499
4869	8589	-4432.1928025443585	1876.1650442081702	-71422045988.534454
4870	5151	-2308.9943526253628	-2060.7767664835942	24510116188.451534
4871	5557	1041.2348607672461	5923.2712439672223	34272889240.506577
4872	3403	7574.5587353191777	-4230.2853592404963	-109040780365.23714
4873	-119	1558.9035160171272	10879.946032062964	-2018333548.6916862
4874	-3417	3664.9737236560341	234.67637530985792	-2938902753.5840502
4875	-1697	6670.817275578368	-501.50643663820409	5677241888.8737764
4876	4931	4428.3405296787196	5129.4472628348658	112007365238.89462
4877	-5963	-3320.0104413715944	1859.1352603777389	36805713964.631233
4878	4761	-2059.5872038326593	2222.1729922085751	-21789949882.066746
4879	-5931	5266.0715011929342	-1382.9303790559013	43193161435.929008
4880	-9285	4459.517525324417	-13554.24296435034	561235390830.20691
4881	1299	669.72647273445409	-5373.3949996487545	-4674717638.7611036
4882	909	-1007.8040032230824	1734.4360127925404	-1588906145.3371828
4883	-1147	-378.0268385456589	11292.830603671673	4896535029.884305
4884	6647	1975.383611609275	-1149.5330337992034	-15093799655.055494
4885	-5151	-1121.7670010117811	-4410.7185848255695	-25486110378.473743
4886	11709	-1013.8184008987422	-3186.9161838741002	37831243539.626678
4887	1373	-3196.2537127601054	6432.039559743117	-28226724834.095219
4888	4677	-318.09610392089115	513.10007267630385	-763357181.90441751
4889	-8905	-1586.0138820337768	-2957.5996960131006	-41771522131.720215
4890	4499	-712.43036360324322	4804.9116683214388	-15400819186.279745
4891	9731	-6915.8239146511032	8079.4611514752041	-543730627344.12244
4892	-23	-8730.1948514321903	1434.2108999467316	287981634.13540637
4893	5765	-5403.3602576902094	-4998.7449672189259	155712764690.06122
4894	2965	1752.7616597293829	-6332.0365809592195	-32907203558.178925
4895	5027	-3453.4166271638678	2250.4390711799824	-39068354534.245285
4896	6267	-1696.4539279809503	4178.3248045673508	-44422598748.263748
4897	9651	-7172.4006923565021	3203.4946206185459	-221748585633.6731
4898	-1775	4801.9840917805896	8806.7585647437172	-75064598287.291931
4899	2077	2441.8515336347291	88.379192175739064	448235014.59004468
4900	-3437	6197.0638961553041	2432.7942292338785	-51816835075.72094
4901	5365	7179.1121516637968	-5313.1042003340435	-204639185026.9715
4902	-275	-5339.2715517042825	-3199.351193645095	-4697606323.3386087
4903	269	4926.570581888428	626.21701392552973	829892523.72586977
4904	2203	640.88168620935039	51.513354283306292	72729765.677913159
4905	3835	6798.6033697008688	-5299.3941996078293	-138169217972.94165
4906	-5627	5469.2808986852679	4328.2839921405512	-133205725614.85947
4907	67	8728.5921211930672	-4476.3715729316818	-2617852250.0826144
4908	5575	4812.3166237938412	-1753.9113223045372	-47055099617.398964
4909	-3141	2134.3138666576306	-2604.6963774786727	17461571573.817764
4910	-4451	2577.3979341599943	644.9191831666069	-7398511711.6226416
4911	3963	4328.691526290283	-1073.374284035249	-18413311343.155003
4912	4425	6764.6588127372024	-2040.1791219120043	-61069936868.974854
4913	949	-3277.406117118253	-9636.5285769626698	29972094002.920269
4914	-3173	6963.1868444870061	3339.9375124739399	-73793220192.851807
4915	-5439	3006.258727200242	5622.6712211586628	-91936528888.166351
4916	-1641	-5037.9637067092926	4141.1818228978	34236386035.42173
4917	-2405	-5062.6973349247719	-5731.0603214636694	-69780170276.920181
4918	-1449	-7626.2892929846703	-1945.6457835349868	-21500345472.417862
4919	3513	2303.167157560777	530.79016144392699	4294637115.955246
4920	-1369	3353.2362424099847	-615.14474755320703	2823871431.0364461
4921	1095	-6831.292725985767	-402.03878368945368	3007356857.3472133
4922	-4113	6913.187490360323	1291.3010392747585	-36716776463.59758
4923	-4111	-797.16749784875424	11067.562026943609	36270122694.059898
4924	5951	-2660.0256214851652	-4565.5410733207509	72271659030.538635
4925	-4211	1118.4258439469124	10489.706494588952	-49403278670.88607
4926	4655	-468.43665488791197	-4613.7946358453928	10060714296.459494
4927	-2825	4027.6052406440267	3932.7009989553744	-44746212208.01223
4928	2015	11901.93176555547	2045.7490368467243	49061956373.691078
4929	449	-5424.9702078030796	-3191.6406430911029	7774235375.849431
4930	3407	946.34944675257975	-3353.0173480703988	-10810840664.60005
4931	-2563	-2961.0037589129106	5224.5776586079583	39649594842.086296
4932	-4021	12011.735778126078	4936.516004558528	-238429722289.12686
4933	-2731	-1115.0809680968875	-1307.3474851747389	-3981247155.6823721
4934	831	-10590.800119523612	5667.9201300567556	-49883109437.600815
4935	7313	4838.9182901947142	5805.598068707327	205442753756.20749
4936	1835	-3165.1753650090441	1385.545808791893	-8047384171.0811234
4937	-10495	-8464.1349102613785	-4606.8563359928567	-409232096902.67737
4938	-8305	-7143.5923890644199	4491.2870326179955	266456987684.81973
4939	-333	4698.0707074894735	-1228.678711756608	1922215681.7183342
4940	-1525	5223.7286504902213	-2279.9173234252748	18162245900.766521
4941	-1667	3866.4570512065638	8888.4889557189726	-57289723649.284622
4942	-14657	-3810.2277514707439	191.41674453320297	10689956784.252945
4943	1307	-560.98229834178039	-4038.7589624211232	2961233676.7400179
4944	-2673	-1171.7443872139559	-3263.5019379392297	-10221525479.675894
4945	-889	3166.8415919123399	-8362.4008045801947	23542852423.129158
4946	1821	-1681.5655525186255	-4244.1421430905239	12996118677.848566
4947	2679	7689.2473746514561	-1776.2285151015096	-36589408136.241379
4948	579	-3819.9139462699304	-6010.222398918916	13292990237.490469
4949	-141	-7159.0580581226941	-7542.3387008469463	-7613441732.1278467
4950	-9511	-2351.1258396882458	8255.1599553736742	184598236996.16797
4951	3849	812.24664785058008	-6535.5854233431537	-20432444797.276772
4952	2531	3373.4378516545039	9170.0061103908429	78295082098.832458
4953	2161	6159.6357676903781	-1680.6800412390314	-22371486472.384098
4954	-1363	-4223.5714980860585	1160.8557705355636	6682730862.356389
4955	-6039	-7416.806531525247	-1967.7851180234136	-88137281675.089172
4956	1449	6877.3261476980997	-5757.0273323879019	-57370191224.157692
4957	2337	-880.84474980406151	2528.3489719425088	-5204692778.4500256
4958	6275	2704.0541331890281	4104.4168027817805	69643496754.825867
4959	-7475	7955.2504810419132	10555.555737469329	-627691371689.80286
4960	-1137	-2325.9834301007959	665.28875005876989	1759451342.2842448
4961	579	-10739.632074829156	413.11977974728592	-2568880819.2084589
4962	-11761	17720.773284679388	-912.9427775568621	190270069371.71768
4963	5821	389.4681720794195	-8932.2362725068924	-20250221311.487865
4964	-2797	-1565.8514106996838	-3088.7116044420445	-13527588194.298986
4965	-2813	7709.771224050518	-897.58947022408393	19466549235.015373
4966	-4463	4012.6669382062319	-2640.6618674587753	47290378994.292152
4967	12975	910.78131794411934	3053.1856656202108	36080678426.390152
4968	-4039	9537.1012577493657	-6160.2996337319737	237296910193.92679
4969	-1433	-13592.118172701299	342.83368005645121	6677544834.5391045
4970	1105	-5168.8104302326656	1969.2177181548689	-11247256954.50263
4971	2501	-667.77761910988397	10212.932265303332	-17056738948.229187
4972	1821	-5710.3859948342606	-3330.720224778418	34634870284.324623
4973	1607	4338.8976600889137	8993.4971869184064	62708135287.840759
4974	-687	-4146.7443428144834	8607.7832676578128	24521968003.131912
4975	1263	138.32372940616764	5553.6471292538326	970238093.78072393
4976	-465	-4241.5662466399071	1540.091114331063	3037565296.5929556
4977	4243	6839.4240223371426	-1527.7109906270364	-44333678163.313477
4978	901	-2486.62413912796	11685.205750116276	-26180099934.713291
4979	-5001	-9198.3922383490499	891.17448920441689	40995059895.067451
4980	619	529.56550899809565	5100.4577646256648	1671935411.0810659
4981	-10439	5644.8250114562788	5105.9874348349977	-300877091853.14923
4982	10181	-1845.6955960299149	1815.3594511184804	-34112468212.296085
4983	9655	8451.5121610632741	5431.5844344734478	443213758861.82428
4984	-4733	4884.31984699847	2740.8641414128515	-63361887967.083656
4985	-4327	-7444.8383190827217	-1055.2303562239874	-33992995906.915146
4986	-7481	-113.32480075192812	-3875.3689823256573	-3285471300.279449
4987	-1223	1967.6444641869277	-2846.4223177856866	6849713723.2705259
4988	621	1668.79453522986	1667.8364055909885	1728414569.4500532
4989	-4263	-898.00105602572785	-621.90273935296023	-2380754697.0249629
4990	4061	1984.4631924952812	-3336.426796318332	-26887946673.47139
4991	-4361	-2759.6306643060552	6367.5230999514743	76631544342.044434
4992	-2643	7348.6593080919802	-3332.1825286367184	64719336992.53109
4993	-2235	2937.2588099878931	8153.810007575451	-53527915375.170723
4994	-955	7545.176603121984	-914.140637516374	6586971685.3947401
4995	2053	12327.188679664481	-3592.7106257469713	-90923308663.052689
4996	-1189	2301.8038121830687	4110.4269026123047	-11249600217.503956
4997	-4937	1784.6705434000312	-6305.7787197554762	55559702207.067978
4998	1987	-11397.339522151813	-10490.703230636364	237577853706.30099
4999	-2687	-3711.7789026918481	-4643.3505865606812	-46310688831.808968
5000	-3801	2767.5481569258263	1076.3797362776606	-11322923402.847965
5001	-5267	-2342.576094399059	2939.4188953631528	36267574098.84565
5002	-4303	-561.62847496258132	19671.355704420261	47539516050.810265
5003	5429	5943.0521198927881	-4677.210761997957	-150909409917.7916
5004	-7107	9121.1525400692572	-2420.5161729203837	156907615676.94385
5005	-4203	1641.711526415532	-4854.7029897297625	33498001858.932529
5006	4427	-5251.5918687235235	-7992.1816308134685	185808609943.03772
5007	2859	2775.2177324748955	4515.8040327202189	35829958424.614243
5008	607	3169.5678627193911	-1205.098360121807	-2318522107.4303565
5009	1087	-2906.7363858505869	3434.6204426271615	-10852103862.629461
5010	-211	-4602.4943222370284	-6508.4253881251307	-6320503078.9608898
5011	5443	-20.41851070334857	3566.2319100165032	-396343717.10688174
5012	8157	-9693.8742469006047	-4690.7295582654124	370909740479.21124
5013	-4377	1958.9635385238516	-7026.1524736762776	60244925193.20343
5014	4827	-2453.5602869631302	-6867.6925223444423	81336386688.479507
5015	-9993	4883.9958018132575	244.13518935888524	-11915205912.357477
5016	-601	-3578.1476248786284	2393.7598147747312	5147700823.4554319
5017	3745	-9957.6469777534166	-6094.9133172959091	227287776925.28427
5018	-193	-4869.0221292638989	-6622.546329281523	-6223347653.4639978
5019	3585	12622.798140141045	-12309.565404535571	-557041456070.12341
5020	-1061	6490.2031773720946	422.63943500001562	-2910339767.9589591
5021	1459	4609.1866063265106	6866.593677213762	46176491536.217865
5022	6747	-2105.4362682557617	570.93602118860463	-8110362281.3652725
5023	-4011	8131.6934912826264	-11333.883798330959	369668476815.6181
